municipio_id,stat_date,type_establecimiento,count,seats
322,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,24
323,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
324,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
325,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
326,"Sat, 01 Jan 2011 00:00:00",Hotel,1,15
328,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
329,"Sat, 01 Jan 2011 00:00:00",Hotel,18,1113
329,"Sat, 01 Jan 2011 00:00:00",Camping,1,200
329,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,24
330,"Sat, 01 Jan 2011 00:00:00",Hotel,1,24
331,"Sat, 01 Jan 2011 00:00:00",Hotel,1,6
331,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,9
332,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,5
333,"Sat, 01 Jan 2011 00:00:00",Hotel,3,126
333,"Sat, 01 Jan 2011 00:00:00",TurismoRural,6,64
334,"Sat, 01 Jan 2011 00:00:00",Hotel,1,42
336,"Sat, 01 Jan 2011 00:00:00",Hotel,1,52
337,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
338,"Sat, 01 Jan 2011 00:00:00",Hotel,3,92
338,"Sat, 01 Jan 2011 00:00:00",Camping,1,450
338,"Sat, 01 Jan 2011 00:00:00",TurismoRural,8,62
338,"Sat, 01 Jan 2011 00:00:00",Apartamento,3,44
339,"Sat, 01 Jan 2011 00:00:00",Hotel,1,8
340,"Sat, 01 Jan 2011 00:00:00",Hotel,27,2090
340,"Sat, 01 Jan 2011 00:00:00",Camping,3,1480
340,"Sat, 01 Jan 2011 00:00:00",TurismoRural,21,186
340,"Sat, 01 Jan 2011 00:00:00",Apartamento,8,440
341,"Sat, 01 Jan 2011 00:00:00",Hotel,3,571
341,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,28
341,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,16
343,"Sat, 01 Jan 2011 00:00:00",Hotel,1,16
343,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,7
346,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
350,"Sat, 01 Jan 2011 00:00:00",Hotel,3,235
350,"Sat, 01 Jan 2011 00:00:00",Camping,1,1658
350,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
350,"Sat, 01 Jan 2011 00:00:00",Apartamento,2,12
351,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,5
353,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
354,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,20
355,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,30
359,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,15
359,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,3
360,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,24
361,"Sat, 01 Jan 2011 00:00:00",Hotel,2,78
361,"Sat, 01 Jan 2011 00:00:00",Camping,1,237
361,"Sat, 01 Jan 2011 00:00:00",TurismoRural,13,93
361,"Sat, 01 Jan 2011 00:00:00",Apartamento,4,51
362,"Sat, 01 Jan 2011 00:00:00",Hotel,1,42
362,"Sat, 01 Jan 2011 00:00:00",TurismoRural,16,93
362,"Sat, 01 Jan 2011 00:00:00",Apartamento,3,50
365,"Sat, 01 Jan 2011 00:00:00",Hotel,1,12
365,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
366,"Sat, 01 Jan 2011 00:00:00",Hotel,1,22
366,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,19
367,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,18
369,"Sat, 01 Jan 2011 00:00:00",Hotel,4,89
370,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,32
371,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
372,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
373,"Sat, 01 Jan 2011 00:00:00",Hotel,1,23
373,"Sat, 01 Jan 2011 00:00:00",Camping,1,300
373,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,37
374,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,9
375,"Sat, 01 Jan 2011 00:00:00",Hotel,1,8
376,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
377,"Sat, 01 Jan 2011 00:00:00",TurismoRural,7,46
381,"Sat, 01 Jan 2011 00:00:00",Hotel,1,5
382,"Sat, 01 Jan 2011 00:00:00",Camping,1,70
382,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,23
382,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,22
384,"Sat, 01 Jan 2011 00:00:00",Hotel,1,18
385,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
386,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,22
387,"Sat, 01 Jan 2011 00:00:00",Hotel,1,19
388,"Sat, 01 Jan 2011 00:00:00",Hotel,2,46
389,"Sat, 01 Jan 2011 00:00:00",Hotel,1,18
392,"Sat, 01 Jan 2011 00:00:00",Hotel,1,12
393,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,15
394,"Sat, 01 Jan 2011 00:00:00",Hotel,1,13
395,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
395,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,22
396,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,12
397,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
398,"Sat, 01 Jan 2011 00:00:00",Hotel,4,215
398,"Sat, 01 Jan 2011 00:00:00",Camping,1,336
398,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,28
401,"Sat, 01 Jan 2011 00:00:00",Hotel,1,9
401,"Sat, 01 Jan 2011 00:00:00",Camping,1,210
402,"Sat, 01 Jan 2011 00:00:00",Hotel,1,36
403,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,22
404,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,13
407,"Sat, 01 Jan 2011 00:00:00",Hotel,4,88
407,"Sat, 01 Jan 2011 00:00:00",Camping,2,228
407,"Sat, 01 Jan 2011 00:00:00",Apartamento,5,47
413,"Sat, 01 Jan 2011 00:00:00",Hotel,1,36
413,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,26
414,"Sat, 01 Jan 2011 00:00:00",Hotel,1,12
414,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,19
415,"Sat, 01 Jan 2011 00:00:00",Hotel,1,20
415,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,20
417,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,12
417,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,7
419,"Sat, 01 Jan 2011 00:00:00",Hotel,1,18
421,"Sat, 01 Jan 2011 00:00:00",Hotel,1,42
422,"Sat, 01 Jan 2011 00:00:00",Hotel,4,123
423,"Sat, 01 Jan 2011 00:00:00",Hotel,2,71
424,"Sat, 01 Jan 2011 00:00:00",Hotel,1,24
424,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,38
425,"Sat, 01 Jan 2011 00:00:00",Hotel,3,52
425,"Sat, 01 Jan 2011 00:00:00",Camping,1,660
425,"Sat, 01 Jan 2011 00:00:00",TurismoRural,11,76
427,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
428,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
430,"Sat, 01 Jan 2011 00:00:00",Hotel,9,288
431,"Sat, 01 Jan 2011 00:00:00",Hotel,4,286
431,"Sat, 01 Jan 2011 00:00:00",Camping,1,300
431,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,16
431,"Sat, 01 Jan 2011 00:00:00",Apartamento,6,228
432,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,18
436,"Sat, 01 Jan 2011 00:00:00",Hotel,1,22
436,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
437,"Sat, 01 Jan 2011 00:00:00",Hotel,2,59
437,"Sat, 01 Jan 2011 00:00:00",TurismoRural,9,63
437,"Sat, 01 Jan 2011 00:00:00",Apartamento,3,55
440,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,15
441,"Sat, 01 Jan 2011 00:00:00",Hotel,7,288
442,"Sat, 01 Jan 2011 00:00:00",Hotel,1,16
443,"Sat, 01 Jan 2011 00:00:00",Hotel,1,14
443,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,25
444,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
445,"Sat, 01 Jan 2011 00:00:00",Hotel,2,36
445,"Sat, 01 Jan 2011 00:00:00",Camping,1,280
445,"Sat, 01 Jan 2011 00:00:00",TurismoRural,8,70
446,"Sat, 01 Jan 2011 00:00:00",Hotel,2,82
446,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,22
446,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,8
449,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,16
451,"Sat, 01 Jan 2011 00:00:00",Hotel,2,43
451,"Sat, 01 Jan 2011 00:00:00",Camping,1,60
451,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,26
454,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,5
455,"Sat, 01 Jan 2011 00:00:00",Hotel,1,11
456,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
457,"Sat, 01 Jan 2011 00:00:00",Camping,1,136
457,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,32
457,"Sat, 01 Jan 2011 00:00:00",Apartamento,2,15
459,"Sat, 01 Jan 2011 00:00:00",Hotel,5,310
459,"Sat, 01 Jan 2011 00:00:00",Camping,1,879
459,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,15
459,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,98
461,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,12
463,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,28
464,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,20
465,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
466,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
471,"Sat, 01 Jan 2011 00:00:00",Hotel,2,73
471,"Sat, 01 Jan 2011 00:00:00",Camping,1,140
471,"Sat, 01 Jan 2011 00:00:00",TurismoRural,6,42
471,"Sat, 01 Jan 2011 00:00:00",Apartamento,5,46
472,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
473,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
475,"Sat, 01 Jan 2011 00:00:00",Hotel,3,189
477,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
477,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,5
478,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,4
479,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,17
481,"Sat, 01 Jan 2011 00:00:00",Hotel,13,1055
481,"Sat, 01 Jan 2011 00:00:00",Apartamento,6,100
482,"Sat, 01 Jan 2011 00:00:00",Hotel,1,132
484,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
486,"Sat, 01 Jan 2011 00:00:00",Hotel,4,233
489,"Sat, 01 Jan 2011 00:00:00",Hotel,1,30
489,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,5
490,"Sat, 01 Jan 2011 00:00:00",Hotel,2,44
490,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,4
492,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,21
494,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,44
496,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
498,"Sat, 01 Jan 2011 00:00:00",Hotel,2,26
498,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,35
498,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,24
499,"Sat, 01 Jan 2011 00:00:00",Hotel,3,30
499,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,22
499,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,9
501,"Sat, 01 Jan 2011 00:00:00",Hotel,1,14
502,"Sat, 01 Jan 2011 00:00:00",Hotel,3,76
503,"Sat, 01 Jan 2011 00:00:00",Hotel,1,16
505,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,21
506,"Sat, 01 Jan 2011 00:00:00",Hotel,3,65
506,"Sat, 01 Jan 2011 00:00:00",Camping,1,474
506,"Sat, 01 Jan 2011 00:00:00",TurismoRural,8,37
506,"Sat, 01 Jan 2011 00:00:00",Apartamento,5,94
512,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
514,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,15
515,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
519,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,10
521,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,16
522,"Sat, 01 Jan 2011 00:00:00",Hotel,4,243
523,"Sat, 01 Jan 2011 00:00:00",Hotel,2,71
523,"Sat, 01 Jan 2011 00:00:00",Camping,2,709
523,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,8
524,"Sat, 01 Jan 2011 00:00:00",Hotel,2,80
525,"Sat, 01 Jan 2011 00:00:00",Hotel,4,94
525,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,49
525,"Sat, 01 Jan 2011 00:00:00",Apartamento,2,20
527,"Sat, 01 Jan 2011 00:00:00",Hotel,3,73
528,"Sat, 01 Jan 2011 00:00:00",Hotel,2,129
528,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,16
529,"Sat, 01 Jan 2011 00:00:00",Hotel,3,35
529,"Sat, 01 Jan 2011 00:00:00",Camping,1,33
529,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,12
530,"Sat, 01 Jan 2011 00:00:00",Camping,2,598
530,"Sat, 01 Jan 2011 00:00:00",TurismoRural,12,71
530,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,12
533,"Sat, 01 Jan 2011 00:00:00",Hotel,6,202
533,"Sat, 01 Jan 2011 00:00:00",Camping,1,695
533,"Sat, 01 Jan 2011 00:00:00",TurismoRural,18,139
533,"Sat, 01 Jan 2011 00:00:00",Apartamento,6,99
534,"Sat, 01 Jan 2011 00:00:00",Hotel,2,107
535,"Sat, 01 Jan 2011 00:00:00",Hotel,3,60
535,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
536,"Sat, 01 Jan 2011 00:00:00",Hotel,1,14
538,"Sat, 01 Jan 2011 00:00:00",Hotel,1,30
542,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
543,"Sat, 01 Jan 2011 00:00:00",Hotel,1,12
543,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,27
544,"Sat, 01 Jan 2011 00:00:00",Camping,1,18
545,"Sat, 01 Jan 2011 00:00:00",Hotel,4,144
545,"Sat, 01 Jan 2011 00:00:00",Camping,1,180
545,"Sat, 01 Jan 2011 00:00:00",TurismoRural,7,53
549,"Sat, 01 Jan 2011 00:00:00",Hotel,2,40
549,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,12
550,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,13
551,"Sat, 01 Jan 2011 00:00:00",Hotel,18,871
551,"Sat, 01 Jan 2011 00:00:00",Camping,2,1263
551,"Sat, 01 Jan 2011 00:00:00",TurismoRural,9,59
551,"Sat, 01 Jan 2011 00:00:00",Apartamento,4,57
552,"Sat, 01 Jan 2011 00:00:00",Hotel,6,145
552,"Sat, 01 Jan 2011 00:00:00",TurismoRural,11,72
552,"Sat, 01 Jan 2011 00:00:00",Apartamento,2,13
554,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,7
556,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,23
557,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
559,"Sat, 01 Jan 2011 00:00:00",Hotel,29,2271
559,"Sat, 01 Jan 2011 00:00:00",Camping,1,570
559,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
559,"Sat, 01 Jan 2011 00:00:00",Apartamento,15,444
560,"Sat, 01 Jan 2011 00:00:00",Hotel,1,26
560,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
561,"Sat, 01 Jan 2011 00:00:00",Hotel,1,16
561,"Sat, 01 Jan 2011 00:00:00",Camping,1,111
561,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,14
563,"Sat, 01 Jan 2011 00:00:00",Hotel,2,50
563,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,10
564,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
565,"Sat, 01 Jan 2011 00:00:00",Hotel,3,63
565,"Sat, 01 Jan 2011 00:00:00",TurismoRural,9,52
565,"Sat, 01 Jan 2011 00:00:00",Apartamento,5,33
566,"Sat, 01 Jan 2011 00:00:00",Hotel,2,114
566,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,16
567,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
568,"Sat, 01 Jan 2011 00:00:00",Hotel,1,40
569,"Sat, 01 Jan 2011 00:00:00",Hotel,1,18
569,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,4
570,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,12
571,"Sat, 01 Jan 2011 00:00:00",Hotel,1,17
571,"Sat, 01 Jan 2011 00:00:00",Camping,1,804
571,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,36
572,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
573,"Sat, 01 Jan 2011 00:00:00",Hotel,1,18
573,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
575,"Sat, 01 Jan 2011 00:00:00",Hotel,2,59
575,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,43
575,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,18
576,"Sat, 01 Jan 2011 00:00:00",Hotel,1,33
577,"Sat, 01 Jan 2011 00:00:00",Hotel,1,21
577,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,24
578,"Sat, 01 Jan 2011 00:00:00",Hotel,3,31
578,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,14
579,"Sat, 01 Jan 2011 00:00:00",Hotel,1,33
579,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,16
580,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,4
581,"Sat, 01 Jan 2011 00:00:00",Hotel,3,71
581,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,12
581,"Sat, 01 Jan 2011 00:00:00",Apartamento,2,26
582,"Sat, 01 Jan 2011 00:00:00",Hotel,2,56
582,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
583,"Sat, 01 Jan 2011 00:00:00",Hotel,2,16
583,"Sat, 01 Jan 2011 00:00:00",Camping,1,400
583,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
584,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,20
585,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,22
587,"Sat, 01 Jan 2011 00:00:00",Hotel,1,14
587,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,40
588,"Sat, 01 Jan 2011 00:00:00",Hotel,1,13
588,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
589,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,5
593,"Sat, 01 Jan 2011 00:00:00",Hotel,1,27
593,"Sat, 01 Jan 2011 00:00:00",Camping,1,671
593,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
594,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
595,"Sat, 01 Jan 2011 00:00:00",Camping,1,120
598,"Sat, 01 Jan 2011 00:00:00",Hotel,1,15
598,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,20
599,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,17
600,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,37
600,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,5
601,"Sat, 01 Jan 2011 00:00:00",Hotel,7,266
601,"Sat, 01 Jan 2011 00:00:00",TurismoRural,11,134
602,"Sat, 01 Jan 2011 00:00:00",Hotel,1,25
602,"Sat, 01 Jan 2011 00:00:00",TurismoRural,11,80
602,"Sat, 01 Jan 2011 00:00:00",Apartamento,2,26
603,"Sat, 01 Jan 2011 00:00:00",Hotel,1,35
604,"Sat, 01 Jan 2011 00:00:00",Hotel,2,109
605,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,4
607,"Sat, 01 Jan 2011 00:00:00",Hotel,1,12
607,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,13
608,"Sat, 01 Jan 2011 00:00:00",Hotel,5,187
609,"Sat, 01 Jan 2011 00:00:00",Hotel,3,45
609,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
610,"Sat, 01 Jan 2011 00:00:00",Hotel,2,47
610,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
611,"Sat, 01 Jan 2011 00:00:00",Hotel,4,95
611,"Sat, 01 Jan 2011 00:00:00",Camping,2,48
611,"Sat, 01 Jan 2011 00:00:00",TurismoRural,8,53
611,"Sat, 01 Jan 2011 00:00:00",Apartamento,5,47
612,"Sat, 01 Jan 2011 00:00:00",Hotel,1,20
612,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,4
613,"Sat, 01 Jan 2011 00:00:00",Hotel,1,16
613,"Sat, 01 Jan 2011 00:00:00",Camping,1,288
613,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
614,"Sat, 01 Jan 2011 00:00:00",Hotel,26,1494
614,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,18
614,"Sat, 01 Jan 2011 00:00:00",Apartamento,4,182
617,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
618,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,14
620,"Sat, 01 Jan 2011 00:00:00",Hotel,13,587
620,"Sat, 01 Jan 2011 00:00:00",Camping,6,2306
620,"Sat, 01 Jan 2011 00:00:00",TurismoRural,24,148
620,"Sat, 01 Jan 2011 00:00:00",Apartamento,8,68
621,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
622,"Sat, 01 Jan 2011 00:00:00",Hotel,1,32
622,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,17
623,"Sat, 01 Jan 2011 00:00:00",Hotel,1,16
623,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
625,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,14
626,"Sat, 01 Jan 2011 00:00:00",Hotel,1,6
628,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,4
630,"Sat, 01 Jan 2011 00:00:00",Hotel,2,36
630,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
630,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,8
631,"Sat, 01 Jan 2011 00:00:00",Hotel,4,170
631,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,12
632,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
638,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
639,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
641,"Sat, 01 Jan 2011 00:00:00",Hotel,1,18
641,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,31
642,"Sat, 01 Jan 2011 00:00:00",Hotel,1,15
644,"Sat, 01 Jan 2011 00:00:00",Hotel,1,11
645,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,7
645,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,18
646,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,21
649,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,11
650,"Sat, 01 Jan 2011 00:00:00",Hotel,1,16
651,"Sat, 01 Jan 2011 00:00:00",Hotel,2,32
651,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,10
651,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,8
652,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
655,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,43
656,"Sat, 01 Jan 2011 00:00:00",Hotel,1,18
656,"Sat, 01 Jan 2011 00:00:00",TurismoRural,9,79
661,"Sat, 01 Jan 2011 00:00:00",Hotel,1,9
661,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,21
662,"Sat, 01 Jan 2011 00:00:00",Hotel,5,380
663,"Sat, 01 Jan 2011 00:00:00",Hotel,3,68
666,"Sat, 01 Jan 2011 00:00:00",Hotel,2,92
666,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,37
666,"Sat, 01 Jan 2011 00:00:00",Apartamento,2,36
667,"Sat, 01 Jan 2011 00:00:00",Hotel,1,14
667,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,13
668,"Sat, 01 Jan 2011 00:00:00",Hotel,2,22
670,"Sat, 01 Jan 2011 00:00:00",Hotel,3,48
672,"Sat, 01 Jan 2011 00:00:00",Hotel,8,199
672,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,37
672,"Sat, 01 Jan 2011 00:00:00",Apartamento,12,150
673,"Sat, 01 Jan 2011 00:00:00",Camping,1,40
674,"Sat, 01 Jan 2011 00:00:00",Hotel,1,6
675,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,20
675,"Sat, 01 Jan 2011 00:00:00",Apartamento,3,70
676,"Sat, 01 Jan 2011 00:00:00",Hotel,6,204
676,"Sat, 01 Jan 2011 00:00:00",Camping,2,749
676,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,34
676,"Sat, 01 Jan 2011 00:00:00",Apartamento,2,14
677,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,38
678,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,7
681,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,4
685,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
687,"Sat, 01 Jan 2011 00:00:00",Hotel,1,16
687,"Sat, 01 Jan 2011 00:00:00",Camping,1,300
687,"Sat, 01 Jan 2011 00:00:00",TurismoRural,6,42
687,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,20
690,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
692,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,10
693,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,12
694,"Sat, 01 Jan 2011 00:00:00",Hotel,2,82
694,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,5
700,"Sat, 01 Jan 2011 00:00:00",Hotel,3,54
700,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,3
701,"Sat, 01 Jan 2011 00:00:00",Hotel,2,112
704,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,22
705,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,8
706,"Sat, 01 Jan 2011 00:00:00",Hotel,2,65
706,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,24
706,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,48
707,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
708,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,6
710,"Sat, 01 Jan 2011 00:00:00",Hotel,4,144
710,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,14
711,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,22
713,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,20
714,"Sat, 01 Jan 2011 00:00:00",Hotel,1,14
714,"Sat, 01 Jan 2011 00:00:00",TurismoRural,5,42
